epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,2478.7,1.01788,0.70025,0.9783,0.9256,0.69701,0.84014,0.64742,0.92335,0.59535,0.93401,0.000635079,0.000635079,0.000635079
26,2575.66,1.01178,0.69678,0.97668,0.85598,0.73183,0.87204,0.69412,0.92497,0.60153,0.9429,0.000626832,0.000626832,0.000626832
27,2676.59,1.00109,0.68643,0.9702,0.85704,0.73521,0.88113,0.69761,0.91402,0.59214,0.93632,0.000618586,0.000618586,0.000618586
28,2767.74,1.00473,0.68623,0.97369,0.81206,0.77091,0.865,0.66338,0.9086,0.57788,0.93139,0.000610339,0.000610339,0.000610339
29,2872.39,0.9984,0.6808,0.97214,0.83728,0.71534,0.83771,0.65529,0.9075,0.58065,0.93211,0.000602092,0.000602092,0.000602092
30,2966.93,0.98868,0.67435,0.96612,0.79013,0.79575,0.86649,0.6932,0.90482,0.57809,0.93129,0.000593846,0.000593846,0.000593846
31,3057.35,0.99085,0.67453,0.96866,0.85919,0.7479,0.86062,0.6704,0.89608,0.56716,0.93101,0.000585599,0.000585599,0.000585599
32,3153.62,0.98418,0.66636,0.96355,0.82481,0.72743,0.84537,0.66337,0.89139,0.56218,0.9267,0.000577352,0.000577352,0.000577352
33,3247.95,0.97926,0.66142,0.96145,0.81332,0.7721,0.84679,0.67153,0.87975,0.55717,0.92127,0.000569106,0.000569106,0.000569106
34,3345.02,0.97646,0.65784,0.96134,0.80705,0.76814,0.8518,0.66889,0.87801,0.55229,0.91881,0.000560859,0.000560859,0.000560859
35,3440.05,0.97119,0.65447,0.95887,0.86737,0.74137,0.85363,0.6756,0.87193,0.55331,0.91879,0.000552612,0.000552612,0.000552612
36,3536.54,0.95935,0.64505,0.95684,0.80864,0.78219,0.85479,0.67965,0.87354,0.54247,0.92124,0.000544365,0.000544365,0.000544365
37,3646.15,0.95906,0.64154,0.95436,0.88253,0.74658,0.90334,0.72163,0.8702,0.54259,0.91749,0.000536119,0.000536119,0.000536119
38,3755.32,0.95938,0.64152,0.95689,0.83594,0.78135,0.87274,0.6803,0.86371,0.53784,0.91978,0.000527872,0.000527872,0.000527872
39,3862.31,0.95296,0.6374,0.95454,0.88811,0.73933,0.87405,0.68916,0.86177,0.53603,0.91773,0.000519625,0.000519625,0.000519625
40,3967.06,0.94754,0.62978,0.95187,0.82568,0.78903,0.87169,0.68662,0.85348,0.53254,0.91525,0.000511379,0.000511379,0.000511379
41,4071.81,0.93776,0.62522,0.94998,0.86246,0.75377,0.87196,0.69018,0.84592,0.5316,0.91285,0.000503132,0.000503132,0.000503132
42,4179.99,0.93717,0.62342,0.94681,0.81397,0.78722,0.86209,0.68422,0.84996,0.52839,0.91378,0.000494885,0.000494885,0.000494885
43,4287.5,0.93708,0.62435,0.94858,0.93074,0.7417,0.883,0.69549,0.84777,0.52721,0.91333,0.000486639,0.000486639,0.000486639
44,4386.77,0.93135,0.61745,0.94642,0.81777,0.74844,0.84874,0.65306,0.83394,0.52158,0.90796,0.000478392,0.000478392,0.000478392
45,4495.59,0.92867,0.61715,0.94486,0.82097,0.79843,0.87442,0.69484,0.83233,0.51768,0.90401,0.000470145,0.000470145,0.000470145
46,4600.74,0.92511,0.6155,0.94294,0.86108,0.77747,0.87161,0.69485,0.83194,0.52084,0.90516,0.000461898,0.000461898,0.000461898
47,4701.96,0.92245,0.61204,0.94416,0.91358,0.75026,0.88783,0.70446,0.82959,0.51097,0.90476,0.000453652,0.000453652,0.000453652
48,4797.86,0.91583,0.61042,0.94345,0.85513,0.8011,0.88994,0.7028,0.82952,0.51435,0.90577,0.000445405,0.000445405,0.000445405
49,4904.46,0.91173,0.60216,0.94011,0.90275,0.77978,0.89054,0.67847,0.82405,0.50476,0.9044,0.000437158,0.000437158,0.000437158
50,5007.54,0.90882,0.59896,0.93766,0.85679,0.80468,0.89702,0.70863,0.83168,0.50831,0.90399,0.000428912,0.000428912,0.000428912
51,5117.86,0.90552,0.59561,0.93815,0.90554,0.76765,0.88804,0.68004,0.82095,0.50179,0.90567,0.000420665,0.000420665,0.000420665
52,5224.41,0.9025,0.59595,0.93649,0.91453,0.76499,0.89851,0.68252,0.81728,0.4995,0.90365,0.000412418,0.000412418,0.000412418
53,5335.11,0.89678,0.58854,0.93568,0.90699,0.77424,0.89297,0.68416,0.81283,0.4983,0.90257,0.000404172,0.000404172,0.000404172
54,5442.2,0.89454,0.58751,0.93213,0.91765,0.78823,0.90179,0.68291,0.8091,0.49373,0.8997,0.000395925,0.000395925,0.000395925
55,5552.46,0.89199,0.58523,0.933,0.90263,0.7799,0.89043,0.68621,0.80706,0.49768,0.89951,0.000387678,0.000387678,0.000387678
56,5656.04,0.88518,0.57965,0.93011,0.8794,0.78719,0.88494,0.66384,0.79852,0.49104,0.89936,0.000379431,0.000379431,0.000379431
57,5760.96,0.8815,0.58032,0.93203,0.90483,0.8088,0.9024,0.68861,0.79732,0.49581,0.89382,0.000371185,0.000371185,0.000371185
58,5871.81,0.88542,0.57785,0.93075,0.82462,0.81477,0.88753,0.68837,0.79485,0.48925,0.89449,0.000362938,0.000362938,0.000362938
59,5980.77,0.8793,0.57492,0.92857,0.88005,0.79536,0.90317,0.69388,0.79234,0.48833,0.89209,0.000354691,0.000354691,0.000354691
60,88.8651,0.8758,0.57672,0.93119,0.83459,0.79982,0.88667,0.67011,0.79048,0.48634,0.89735,0.000346445,0.000346445,0.000346445
61,179.388,0.87474,0.57616,0.92868,0.90173,0.80294,0.90753,0.70357,0.78876,0.48533,0.89545,0.000338198,0.000338198,0.000338198
62,268.674,0.87339,0.57034,0.9294,0.92106,0.80121,0.92492,0.73464,0.791,0.48666,0.89542,0.000329951,0.000329951,0.000329951
63,354.019,0.86448,0.56645,0.92625,0.88442,0.81415,0.90411,0.67969,0.78977,0.48237,0.89514,0.000321705,0.000321705,0.000321705
64,445.01,0.86886,0.57321,0.92607,0.87933,0.79524,0.89943,0.67685,0.78885,0.48225,0.89334,0.000313458,0.000313458,0.000313458
65,534.067,0.85897,0.56366,0.92264,0.89629,0.7959,0.89931,0.70063,0.78243,0.47734,0.89119,0.000305211,0.000305211,0.000305211
66,620.413,0.86105,0.55914,0.92342,0.9328,0.77289,0.89885,0.67927,0.77736,0.4756,0.89167,0.000296964,0.000296964,0.000296964
67,711.394,0.8556,0.55993,0.92382,0.92251,0.79832,0.89932,0.67982,0.7757,0.47443,0.88944,0.000288718,0.000288718,0.000288718
68,798.32,0.84695,0.55262,0.91929,0.8908,0.80175,0.89413,0.68056,0.77987,0.47319,0.88849,0.000280471,0.000280471,0.000280471
69,883.759,0.85059,0.55401,0.9209,0.9151,0.79844,0.90056,0.68867,0.77705,0.47083,0.88848,0.000272224,0.000272224,0.000272224
70,981.885,0.8412,0.54578,0.91496,0.92224,0.78233,0.90147,0.69115,0.77437,0.47067,0.88641,0.000263978,0.000263978,0.000263978
71,1077.89,0.83987,0.54652,0.91769,0.93013,0.76938,0.90197,0.6936,0.77591,0.47114,0.88904,0.000255731,0.000255731,0.000255731
72,1170.37,0.84194,0.54696,0.91769,0.89907,0.80794,0.90501,0.69578,0.77083,0.4693,0.88757,0.000247484,0.000247484,0.000247484
73,1256.68,0.83676,0.54081,0.91385,0.91034,0.81394,0.9035,0.6911,0.76699,0.46739,0.88626,0.000239238,0.000239238,0.000239238
74,1343.47,0.83673,0.54289,0.91396,0.91486,0.79099,0.90091,0.68999,0.7671,0.46677,0.8842,0.000230991,0.000230991,0.000230991
75,1446.81,0.82648,0.53732,0.91156,0.85957,0.84144,0.90593,0.69394,0.7634,0.46228,0.88321,0.000222744,0.000222744,0.000222744
76,1567.55,0.82928,0.5413,0.91355,0.90685,0.82703,0.91694,0.70166,0.76221,0.46452,0.88289,0.000214497,0.000214497,0.000214497
77,1685.78,0.82493,0.53507,0.91144,0.89405,0.82441,0.91114,0.69752,0.75899,0.4619,0.88304,0.000206251,0.000206251,0.000206251
78,1786.16,0.83005,0.53718,0.91398,0.87441,0.83787,0.90941,0.69929,0.7565,0.46121,0.88115,0.000198004,0.000198004,0.000198004
79,1898.04,0.81275,0.52764,0.90951,0.88844,0.81901,0.90756,0.69633,0.75707,0.45993,0.88083,0.000189757,0.000189757,0.000189757
80,2000.53,0.81623,0.52797,0.91075,0.88619,0.84017,0.92082,0.70233,0.75835,0.45928,0.88003,0.000181511,0.000181511,0.000181511
81,2098.36,0.81393,0.52921,0.90913,0.92636,0.81317,0.91677,0.70749,0.75432,0.4569,0.88121,0.000173264,0.000173264,0.000173264
82,2205.29,0.8067,0.52372,0.90747,0.91073,0.82309,0.91432,0.70136,0.75534,0.45806,0.87983,0.000165017,0.000165017,0.000165017
83,2310.49,0.81064,0.52666,0.90889,0.86238,0.83964,0.89331,0.66248,0.75553,0.45627,0.88089,0.000156771,0.000156771,0.000156771
84,2423.04,0.8027,0.51949,0.90567,0.91466,0.82789,0.91796,0.70515,0.75081,0.45402,0.87932,0.000148524,0.000148524,0.000148524
85,2535.37,0.79988,0.51828,0.90653,0.92772,0.83296,0.92029,0.70624,0.74928,0.45244,0.87856,0.000140277,0.000140277,0.000140277
86,2645.49,0.79389,0.51291,0.90192,0.92262,0.81288,0.90126,0.67111,0.74869,0.45223,0.87869,0.000132031,0.000132031,0.000132031
87,2750.48,0.79937,0.51643,0.9059,0.89396,0.82762,0.90104,0.67198,0.74813,0.45214,0.87765,0.000123784,0.000123784,0.000123784
88,2865.95,0.79696,0.51789,0.90507,0.90661,0.83472,0.92173,0.71323,0.74651,0.45062,0.87722,0.000115537,0.000115537,0.000115537
89,2967.36,0.7898,0.5116,0.90103,0.93802,0.79993,0.90313,0.67821,0.74522,0.45044,0.87722,0.00010729,0.00010729,0.00010729
90,3076.55,0.79215,0.51259,0.90316,0.90946,0.81433,0.90153,0.6744,0.74327,0.44984,0.87602,9.90437e-05,9.90437e-05,9.90437e-05
91,94.4107,0.73539,0.468,0.88332,0.85129,0.83714,0.90317,0.69597,0.75944,0.46701,0.88982,9.0797e-05,9.0797e-05,9.0797e-05
92,173.849,0.71625,0.44395,0.87296,0.88206,0.82135,0.90743,0.69846,0.75816,0.45973,0.89077,8.25503e-05,8.25503e-05,8.25503e-05
93,254.225,0.70895,0.43967,0.86965,0.9149,0.81802,0.91145,0.7041,0.75489,0.45552,0.88864,7.43036e-05,7.43036e-05,7.43036e-05
94,335.189,0.70767,0.43701,0.87049,0.91096,0.82798,0.91629,0.70875,0.7528,0.45356,0.8872,6.60569e-05,6.60569e-05,6.60569e-05
95,417.134,0.69997,0.43297,0.86745,0.90573,0.83584,0.91703,0.71098,0.74989,0.45126,0.88559,5.78102e-05,5.78102e-05,5.78102e-05
96,498.52,0.69876,0.43206,0.86653,0.9153,0.81652,0.91541,0.7061,0.74807,0.44942,0.88383,4.95635e-05,4.95635e-05,4.95635e-05
97,580.582,0.69057,0.42675,0.86417,0.92107,0.81508,0.91733,0.7064,0.74635,0.44858,0.88316,4.13168e-05,4.13168e-05,4.13168e-05
98,662.784,0.68938,0.42661,0.8664,0.92005,0.81302,0.91568,0.71051,0.74444,0.44794,0.88207,3.30701e-05,3.30701e-05,3.30701e-05
99,745.201,0.68361,0.42415,0.86509,0.91547,0.81208,0.91647,0.71194,0.74339,0.44769,0.8817,2.48234e-05,2.48234e-05,2.48234e-05
100,827.927,0.68251,0.42289,0.86474,0.91843,0.81378,0.91627,0.71104,0.74204,0.44708,0.88084,1.65767e-05,1.65767e-05,1.65767e-05
