epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,13171.3,0.99306,0.53506,0.0026,0.91943,0.88264,0.94689,0.7932,0.80986,0.42229,0.0043,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,13269.9,0.99522,0.52569,0.00258,0.90458,0.88713,0.94606,0.79164,0.80838,0.42559,0.00429,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,13366.9,0.99552,0.53018,0.00257,0.90285,0.88968,0.94654,0.79172,0.80818,0.4225,0.00428,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,13465.3,0.98572,0.522,0.00257,0.90965,0.88689,0.94564,0.79137,0.80614,0.42565,0.00428,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,13563.1,0.98643,0.52422,0.00255,0.92516,0.87717,0.9468,0.79285,0.80287,0.42569,0.00427,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,13665.1,0.98876,0.5218,0.00254,0.92717,0.88134,0.9471,0.79267,0.8024,0.42694,0.00425,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,13761.2,0.98601,0.52091,0.00251,0.93953,0.86662,0.94691,0.79446,0.8026,0.42366,0.00425,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,13860,0.98798,0.52906,0.00252,0.93401,0.87079,0.94652,0.79314,0.80053,0.42693,0.00423,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,13961,0.98311,0.52128,0.00254,0.92375,0.88231,0.94777,0.79615,0.79991,0.42576,0.00422,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,14062,0.98359,0.51919,0.00254,0.92112,0.8841,0.94738,0.79612,0.79842,0.42523,0.00422,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,14160.5,0.97382,0.51747,0.00252,0.9412,0.87017,0.94704,0.79628,0.79796,0.4262,0.00422,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,14258.1,0.97642,0.51466,0.00251,0.9337,0.86801,0.94688,0.796,0.79787,0.42614,0.00423,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,14356,0.98376,0.51395,0.00249,0.91508,0.87996,0.94721,0.79672,0.79766,0.42569,0.00422,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,14455.5,0.98146,0.51467,0.00253,0.9157,0.88569,0.94786,0.79747,0.79714,0.4249,0.00421,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,14553.5,0.97588,0.51736,0.0025,0.91251,0.88578,0.94668,0.79675,0.7963,0.42552,0.0042,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,14652.7,0.96975,0.50797,0.00249,0.91551,0.88801,0.94778,0.79694,0.79576,0.42524,0.00419,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,14752.6,0.96941,0.51398,0.0025,0.91827,0.8868,0.9482,0.79835,0.79564,0.42325,0.00419,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,14850.6,0.96816,0.50537,0.00251,0.9278,0.87559,0.94843,0.79808,0.7965,0.41954,0.00419,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,14952.3,0.97183,0.50773,0.00249,0.91227,0.88639,0.94958,0.7986,0.79547,0.41897,0.00419,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,15049.9,0.96466,0.50646,0.0025,0.91852,0.87757,0.95049,0.79938,0.79479,0.41813,0.0042,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,15148.7,0.96469,0.5073,0.00246,0.9312,0.87283,0.95059,0.80143,0.79312,0.42029,0.00419,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,15245.9,0.96761,0.50643,0.00248,0.93663,0.86875,0.95058,0.80193,0.793,0.41966,0.00418,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,15343.8,0.96859,0.50437,0.00248,0.94439,0.8704,0.95097,0.8007,0.79408,0.41663,0.00418,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,15441.6,0.96003,0.5066,0.00245,0.94212,0.87019,0.95137,0.80242,0.79333,0.41662,0.00418,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,15538.6,0.96239,0.5076,0.00244,0.93921,0.87802,0.94788,0.80034,0.79335,0.4172,0.00418,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,15638.7,0.95817,0.50304,0.00247,0.92256,0.88313,0.94785,0.79984,0.79329,0.417,0.00418,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,15736.6,0.95358,0.50127,0.00243,0.92222,0.88199,0.94769,0.79985,0.79248,0.41658,0.00417,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,15832.6,0.95158,0.49732,0.00244,0.93346,0.86939,0.94728,0.79841,0.79202,0.41826,0.00417,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,15933.2,0.95519,0.50208,0.00247,0.92983,0.87871,0.94703,0.79801,0.79204,0.41723,0.00417,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,16029.5,0.94961,0.49095,0.0024,0.93431,0.86958,0.94773,0.79932,0.79373,0.41496,0.00417,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,16128,0.95358,0.49921,0.00243,0.93488,0.87801,0.94826,0.79977,0.79146,0.4169,0.00416,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,16225,0.95073,0.49413,0.00245,0.93784,0.87799,0.94827,0.79926,0.79161,0.41427,0.00416,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,16323.4,0.94221,0.48797,0.00242,0.93822,0.87787,0.94852,0.80031,0.79063,0.4136,0.00416,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,16420.3,0.94575,0.49298,0.0024,0.93323,0.87962,0.94767,0.79987,0.79076,0.41276,0.00415,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,16518.9,0.94212,0.48783,0.00241,0.93841,0.87633,0.94805,0.80047,0.78979,0.41244,0.00415,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,16616.7,0.94848,0.49309,0.00242,0.93565,0.87492,0.94798,0.80041,0.79022,0.41134,0.00416,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,16714.7,0.9355,0.48712,0.00237,0.9324,0.88193,0.94793,0.80008,0.78961,0.41254,0.00415,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,16811.7,0.94346,0.48528,0.0024,0.93441,0.88352,0.94822,0.79995,0.78985,0.41125,0.00415,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,16909.7,0.94529,0.49366,0.00241,0.93732,0.8792,0.94769,0.79978,0.78978,0.41003,0.00415,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,17006.9,0.93539,0.48467,0.00239,0.93043,0.88381,0.94801,0.80037,0.78808,0.41172,0.00414,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,17104.7,0.94006,0.48555,0.00237,0.9358,0.88265,0.94793,0.80019,0.78809,0.41222,0.00414,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,17202.5,0.94359,0.48765,0.00238,0.93015,0.88227,0.94789,0.79955,0.78814,0.41035,0.00414,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,17304,0.93191,0.48437,0.00239,0.9389,0.88066,0.94744,0.79883,0.7867,0.41295,0.00413,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,17400.4,0.92914,0.4834,0.00236,0.93986,0.88052,0.94763,0.79903,0.78697,0.4122,0.00413,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,17500.4,0.92763,0.48233,0.00235,0.9345,0.88356,0.94797,0.80075,0.78792,0.41007,0.00414,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,17600.2,0.92854,0.47939,0.00235,0.93592,0.88165,0.94743,0.80008,0.78835,0.40988,0.00414,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,17698.5,0.92942,0.47981,0.00236,0.93907,0.87858,0.94765,0.79972,0.78742,0.4113,0.00413,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,17799.6,0.92107,0.47498,0.00235,0.93789,0.87846,0.94653,0.79934,0.78638,0.41136,0.00413,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,17898.4,0.9198,0.47662,0.00232,0.92807,0.88233,0.94691,0.79968,0.78663,0.41042,0.00413,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,17996.7,0.91668,0.47197,0.0023,0.9423,0.87596,0.94719,0.79957,0.78679,0.40992,0.00413,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,18095.6,0.919,0.47689,0.00234,0.93746,0.87975,0.9466,0.79927,0.78594,0.40965,0.00413,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,18193.2,0.91385,0.47684,0.00233,0.93391,0.88081,0.94716,0.79963,0.78581,0.41022,0.00413,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,18294.6,0.92673,0.48593,0.00236,0.93532,0.88193,0.94746,0.80082,0.78602,0.40888,0.00413,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,18391.4,0.92565,0.47984,0.00233,0.92833,0.88497,0.9471,0.80122,0.78688,0.40778,0.00413,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,18489.1,0.92218,0.47695,0.00232,0.9269,0.88489,0.94738,0.80161,0.78619,0.40797,0.00413,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,18592.4,0.90576,0.46494,0.0023,0.93115,0.88197,0.94738,0.80219,0.78559,0.40892,0.00412,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,18689.2,0.91753,0.47096,0.00228,0.92868,0.88367,0.94747,0.80262,0.78528,0.40896,0.00412,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,18786.5,0.909,0.46681,0.00229,0.92051,0.8895,0.94771,0.80306,0.78498,0.40777,0.00412,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,18884,0.91167,0.47316,0.0023,0.9271,0.88465,0.94754,0.80274,0.7854,0.40763,0.00412,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,18982,0.91479,0.46914,0.00228,0.92209,0.88842,0.94756,0.80309,0.7849,0.40881,0.00411,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,19078.6,0.91125,0.46966,0.00227,0.92157,0.88698,0.94723,0.80323,0.78466,0.40819,0.00411,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,19176.5,0.90963,0.47089,0.00226,0.9315,0.88219,0.94751,0.80307,0.78386,0.40874,0.00411,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,19278.2,0.90652,0.47251,0.00228,0.93726,0.87631,0.94738,0.80324,0.78403,0.40802,0.00411,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,19377.2,0.90417,0.46878,0.00225,0.93276,0.8824,0.94826,0.80299,0.78414,0.40704,0.00411,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,19473.9,0.90144,0.4605,0.00226,0.93611,0.88373,0.94861,0.80374,0.78369,0.40689,0.00411,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,19573.3,0.90239,0.46305,0.00225,0.93706,0.88161,0.94864,0.80355,0.78249,0.40839,0.0041,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,19671,0.90321,0.46102,0.00226,0.93485,0.88191,0.94841,0.80348,0.78269,0.40685,0.0041,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,19769.7,0.90167,0.46044,0.00226,0.93404,0.88108,0.94839,0.80298,0.78275,0.40757,0.0041,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,19866.5,0.89669,0.45953,0.00223,0.933,0.88095,0.94831,0.8036,0.78296,0.40757,0.0041,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,19964,0.88783,0.45633,0.00223,0.9218,0.88993,0.9487,0.80395,0.7833,0.4054,0.0041,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,20061.7,0.88337,0.45075,0.00223,0.92313,0.88957,0.94852,0.80366,0.78326,0.40492,0.0041,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,20159.6,0.89061,0.4591,0.00222,0.92578,0.894,0.95498,0.80384,0.78328,0.40533,0.0041,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,20256.2,0.88964,0.4556,0.00221,0.91913,0.8967,0.95546,0.80321,0.78328,0.40412,0.0041,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,20356,0.88886,0.45481,0.00222,0.9385,0.88419,0.95606,0.80384,0.78328,0.40307,0.0041,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,20451.7,0.88487,0.45524,0.00222,0.93017,0.89333,0.95586,0.80481,0.78273,0.40321,0.0041,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,20550.8,0.88519,0.45701,0.00222,0.93021,0.89389,0.95657,0.80641,0.78261,0.4034,0.0041,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,20646.7,0.8908,0.45614,0.0022,0.92851,0.89327,0.95562,0.80678,0.7825,0.40261,0.0041,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,20743,0.87482,0.44907,0.0022,0.92602,0.89384,0.95644,0.8065,0.78185,0.40414,0.00409,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,20843,0.88394,0.4507,0.00222,0.9231,0.8937,0.95708,0.80757,0.78165,0.40382,0.00409,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,20939.7,0.88078,0.44784,0.0022,0.91946,0.89541,0.95714,0.80801,0.78179,0.40422,0.00409,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,21036.5,0.87683,0.45312,0.00219,0.92041,0.89653,0.95699,0.80812,0.78156,0.40407,0.00409,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,21133.4,0.88256,0.45368,0.0022,0.91942,0.89573,0.95654,0.80802,0.78087,0.40553,0.00409,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,21230.3,0.8761,0.45196,0.00217,0.92194,0.89688,0.95614,0.80774,0.78139,0.40512,0.00409,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,21332.6,0.8783,0.45219,0.00219,0.92119,0.89643,0.95582,0.80779,0.78084,0.40705,0.00409,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,21430.8,0.87135,0.45162,0.00217,0.92103,0.89693,0.95585,0.80787,0.78147,0.40574,0.00409,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,21526.5,0.87354,0.44172,0.00216,0.91845,0.89611,0.95584,0.8077,0.7818,0.40631,0.00409,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,21624.7,0.86888,0.44374,0.00216,0.91881,0.8962,0.95576,0.80757,0.78127,0.40678,0.00409,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,21722,0.8657,0.44083,0.00214,0.92125,0.89522,0.95548,0.8075,0.78118,0.40716,0.00409,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,21820.4,0.86786,0.44421,0.00215,0.93336,0.88306,0.95573,0.80767,0.78132,0.40644,0.00409,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,21917.3,0.86302,0.44239,0.00214,0.9589,0.86246,0.95549,0.80781,0.78086,0.40723,0.00408,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,22018.6,0.87081,0.44436,0.00213,0.93814,0.88291,0.95567,0.80769,0.78159,0.40553,0.00409,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,22115.7,0.8738,0.44927,0.00215,0.93365,0.88952,0.95599,0.80809,0.78197,0.40598,0.00409,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,22212.7,0.86805,0.44207,0.00216,0.93625,0.88805,0.95604,0.80795,0.78161,0.40552,0.00409,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,22309.4,0.85734,0.43925,0.00214,0.93353,0.89536,0.95648,0.80788,0.78158,0.40463,0.00409,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,22411.8,0.86041,0.44447,0.00214,0.93428,0.89221,0.95646,0.80718,0.7815,0.40458,0.00409,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,22508.9,0.86316,0.44551,0.00213,0.93413,0.89528,0.95678,0.80821,0.78095,0.40525,0.00408,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,22606.2,0.86104,0.43568,0.00213,0.94776,0.88741,0.95699,0.80781,0.78043,0.40592,0.00408,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,22702.6,0.85742,0.4377,0.00211,0.94527,0.88835,0.95741,0.80791,0.78081,0.40497,0.00408,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,22799.8,0.85747,0.43361,0.00211,0.94885,0.88798,0.95757,0.80782,0.78054,0.40523,0.00408,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,22902.7,0.84148,0.42803,0.00209,0.93878,0.88984,0.95753,0.80801,0.78047,0.40551,0.00409,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,23000.5,0.84654,0.42704,0.00211,0.93805,0.89028,0.95734,0.8078,0.78025,0.40684,0.00408,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,23098,0.84525,0.43049,0.00207,0.93485,0.89676,0.95729,0.80743,0.7816,0.40586,0.00409,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,23194.4,0.85303,0.43441,0.00209,0.93863,0.89057,0.95714,0.80769,0.78141,0.40566,0.00409,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,23291,0.8398,0.42634,0.00207,0.94007,0.89402,0.95721,0.80745,0.78122,0.40609,0.00409,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,23392.5,0.8448,0.43166,0.00209,0.93567,0.89504,0.95705,0.8073,0.78152,0.40582,0.00409,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,23491.1,0.83835,0.42549,0.00209,0.93564,0.89668,0.95687,0.80771,0.78164,0.4055,0.00409,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,23586.7,0.84023,0.42312,0.00205,0.93636,0.89603,0.95727,0.80829,0.78184,0.40356,0.00409,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,23687.1,0.83882,0.42586,0.00207,0.93617,0.89454,0.95738,0.80837,0.78196,0.40313,0.00409,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,23786.9,0.84339,0.43161,0.00206,0.93685,0.89253,0.95743,0.80831,0.7814,0.40327,0.00409,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,23885.2,0.8362,0.42565,0.00208,0.93432,0.89663,0.95739,0.80867,0.78136,0.40282,0.00408,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,23980.5,0.83379,0.4272,0.00203,0.94435,0.89303,0.95755,0.80807,0.78202,0.40216,0.00409,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,24080.9,0.84111,0.42605,0.00204,0.94444,0.8934,0.95767,0.80845,0.7817,0.40189,0.00409,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,24178.9,0.83437,0.42227,0.00203,0.94231,0.89368,0.95762,0.80794,0.7821,0.40093,0.0041,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,24275,0.8277,0.41999,0.00203,0.94181,0.89433,0.95766,0.80829,0.78163,0.40172,0.0041,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,24371.8,0.84,0.42772,0.00203,0.94324,0.89299,0.95758,0.80826,0.78238,0.40046,0.0041,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,24469,0.83138,0.41989,0.00202,0.94567,0.89313,0.95731,0.80834,0.78227,0.40134,0.0041,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,24565.6,0.83397,0.4232,0.00203,0.94441,0.89484,0.95737,0.80976,0.78198,0.40077,0.0041,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,24662.1,0.82276,0.41552,0.00203,0.94318,0.89424,0.95757,0.80921,0.78273,0.40036,0.0041,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,24762.1,0.82384,0.41415,0.00202,0.93939,0.89315,0.95729,0.80835,0.78191,0.40172,0.0041,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,24859.5,0.829,0.41736,0.00202,0.93876,0.89438,0.95703,0.80908,0.78241,0.40101,0.0041,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,24955.5,0.83004,0.41894,0.00199,0.93873,0.89478,0.95705,0.80804,0.78274,0.40054,0.00411,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,25051.8,0.81955,0.41416,0.00199,0.9393,0.89499,0.95725,0.80991,0.78226,0.40188,0.0041,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,25151.4,0.81684,0.41218,0.00202,0.94114,0.89213,0.95769,0.80958,0.78236,0.40124,0.0041,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,25249,0.82165,0.41671,0.00201,0.94626,0.89638,0.9577,0.80994,0.78236,0.40022,0.0041,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,25346.2,0.82023,0.41151,0.00199,0.94556,0.89642,0.95769,0.81016,0.78288,0.3996,0.00411,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,25445.7,0.8171,0.41129,0.00199,0.94584,0.89539,0.95755,0.81002,0.78367,0.39799,0.00411,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,25542.5,0.81783,0.41068,0.00199,0.94385,0.89611,0.95764,0.81031,0.78333,0.39775,0.00411,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,25639.6,0.82324,0.41529,0.00197,0.94152,0.89593,0.95767,0.81059,0.78336,0.39761,0.00411,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,25736.9,0.81303,0.41315,0.00198,0.94161,0.89528,0.95777,0.81071,0.78399,0.39748,0.00411,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,25833.5,0.81201,0.41095,0.00197,0.94193,0.89496,0.95775,0.8109,0.78422,0.39782,0.00411,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,25934.6,0.81694,0.41351,0.00199,0.94069,0.89609,0.95778,0.81011,0.7839,0.39795,0.00411,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,26031.4,0.80876,0.4062,0.00195,0.93845,0.89693,0.95767,0.81084,0.78381,0.39896,0.00411,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,26128.3,0.8183,0.40993,0.00196,0.93787,0.89626,0.95768,0.81085,0.78364,0.3992,0.00411,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,26225.4,0.80937,0.40759,0.00195,0.93932,0.89425,0.95769,0.81144,0.78346,0.39898,0.00411,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,26322.4,0.81014,0.40663,0.00196,0.9364,0.8934,0.95771,0.8116,0.78322,0.39883,0.00411,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,26418.6,0.80332,0.40217,0.00194,0.95043,0.88151,0.95763,0.81152,0.7832,0.39881,0.00411,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,26515.9,0.8068,0.40357,0.00195,0.9382,0.89658,0.95769,0.8118,0.7823,0.40049,0.00411,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,26612.3,0.80562,0.40688,0.00194,0.95101,0.88158,0.95761,0.8121,0.78328,0.39929,0.00411,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,26711.3,0.80316,0.40243,0.00192,0.95451,0.87798,0.95767,0.81174,0.78305,0.39945,0.00412,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,26809.5,0.80741,0.40676,0.00193,0.93894,0.89688,0.95773,0.81077,0.7834,0.39846,0.00412,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,26906.3,0.79859,0.40363,0.00192,0.9597,0.87655,0.95758,0.81106,0.78309,0.39892,0.00412,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,27003.3,0.8002,0.39988,0.00192,0.95837,0.87537,0.95776,0.81137,0.78294,0.39926,0.00411,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,27100.4,0.79855,0.39766,0.00191,0.93316,0.8963,0.95775,0.81151,0.7823,0.40021,0.00411,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
