epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.528,1.99757,2.91551,1.18236,1,0.3637,0.68182,0.60692,1.86026,1.83506,1.1416,0.000332061,0.000332061,0.000332061
2,142.438,1.5778,1.59859,1.03048,1,0.58056,0.79025,0.65324,1.65852,1.51805,1.1161,0.000659905,0.000659905,0.000659905
3,205.892,1.49649,1.35031,1.00775,1,0.68587,0.84287,0.69052,1.39852,1.6168,1.02222,0.000982249,0.000982249,0.000982249
4,269.965,1.4416,1.19524,0.99036,1,0.61546,0.8077,0.6485,2.03979,1.60806,1.25536,0.00097525,0.00097525,0.00097525
5,333.684,1.38788,1.12222,0.97983,1,0.66012,0.83003,0.67206,1.6376,1.46722,1.09539,0.000967,0.000967,0.000967
6,397.705,1.36012,1.0787,0.97463,1,0.75558,0.87771,0.69376,1.555,1.20696,1.06963,0.00095875,0.00095875,0.00095875
7,461.315,1.32934,1.01345,0.96341,1,0.7702,0.88497,0.7202,1.20511,0.9061,0.95915,0.0009505,0.0009505,0.0009505
8,525.141,1.30027,0.98313,0.95792,1,0.71365,0.85675,0.68874,1.64805,1.10948,1.08962,0.00094225,0.00094225,0.00094225
9,588.591,1.26106,0.93732,0.94595,1,0.72405,0.86197,0.68386,1.69318,1.35045,1.09798,0.000934,0.000934,0.000934
10,651.765,1.2519,0.91907,0.94339,1,0.77124,0.88557,0.69605,1.7282,1.24469,1.10083,0.00092575,0.00092575,0.00092575
11,715.525,1.22216,0.8766,0.93599,1,0.74187,0.87089,0.68634,1.72008,1.56461,1.09606,0.0009175,0.0009175,0.0009175
12,778.445,1.21837,0.8704,0.93482,1,0.79824,0.89902,0.72686,1.20825,0.82866,0.97276,0.00090925,0.00090925,0.00090925
13,842.254,1.19986,0.84744,0.92934,1,0.78461,0.89221,0.7356,1.13294,0.80879,0.94304,0.000901,0.000901,0.000901
14,905.975,1.18044,0.83174,0.92447,1,0.71703,0.85847,0.68249,1.69395,1.14906,1.11152,0.00089275,0.00089275,0.00089275
15,72.9524,1.1799,0.81841,0.92479,1,0.8175,0.90862,0.74831,1.13158,0.84941,0.94331,0.0008845,0.0008845,0.0008845
16,135.143,1.16636,0.79264,0.92514,1,0.80397,0.90184,0.73687,1.19096,0.83388,0.95403,0.00087625,0.00087625,0.00087625
17,198.853,1.14876,0.78912,0.91804,1,0.76822,0.88404,0.72383,1.24778,0.93902,0.97444,0.000868,0.000868,0.000868
18,261.966,1.12964,0.76994,0.90963,1,0.80202,0.90095,0.7148,1.49217,0.97078,1.03751,0.00085975,0.00085975,0.00085975
19,325.597,1.11876,0.75508,0.91176,1,0.84133,0.92057,0.74451,1.21059,0.82224,0.96312,0.0008515,0.0008515,0.0008515
20,388.537,1.11582,0.75291,0.91181,0.8389,0.77136,0.80437,0.65077,1.07113,0.77279,0.92964,0.00084325,0.00084325,0.00084325
21,452.106,1.10275,0.74011,0.90736,1,0.83988,0.91973,0.74537,1.17792,0.79282,0.95623,0.000835,0.000835,0.000835
22,515.172,1.09328,0.72729,0.90598,0.83921,0.81202,0.83701,0.67446,1.07169,0.69814,0.92731,0.00082675,0.00082675,0.00082675
23,578.646,1.077,0.71642,0.90063,1,0.84297,0.92136,0.75274,1.09969,0.69233,0.93339,0.0008185,0.0008185,0.0008185
24,641.602,1.06758,0.70701,0.89835,1,0.76969,0.88473,0.73291,1.12606,0.75626,0.94083,0.00081025,0.00081025,0.00081025
25,705.141,1.05525,0.69139,0.89521,1,0.83793,0.91876,0.75394,1.0956,0.70017,0.92734,0.000802,0.000802,0.000802
26,768.389,1.05098,0.68961,0.89484,0.83661,0.7474,0.78461,0.60979,1.63515,1.07966,1.08666,0.00079375,0.00079375,0.00079375
27,832.269,1.05502,0.68105,0.89414,1,0.80737,0.90362,0.74477,1.1602,0.79988,0.95253,0.0007855,0.0007855,0.0007855
28,894.816,1.0334,0.67856,0.89001,1,0.83591,0.91778,0.75608,1.07089,0.66937,0.92796,0.00077725,0.00077725,0.00077725
29,959.26,1.04475,0.67821,0.89483,1,0.82781,0.91383,0.75257,1.09971,0.76524,0.93332,0.000769,0.000769,0.000769
30,1021.32,1.04124,0.68038,0.89125,1,0.86234,0.93097,0.75947,1.14905,0.69344,0.94219,0.00076075,0.00076075,0.00076075
31,1085.65,1.03308,0.6677,0.8893,0.84005,0.8345,0.84477,0.6717,1.19027,0.69858,0.95105,0.0007525,0.0007525,0.0007525
