epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.5529,2.10605,2.92926,1.23562,1,0.4565,0.72821,0.63792,1.60949,1.40242,1.07291,0.000332061,0.000332061,0.000332061
2,142.915,1.67188,1.62167,1.05773,1,0.5826,0.79127,0.65646,1.57837,1.7573,1.08947,0.000658807,0.000658807,0.000658807
3,212.625,1.58118,1.38437,1.03333,1,0.648,0.82394,0.6754,1.48878,1.26662,1.04566,0.000978953,0.000978953,0.000978953
4,278.282,1.53537,1.25336,1.01843,1,0.55483,0.77739,0.63102,2.0052,1.65962,1.26426,0.0009703,0.0009703,0.0009703
5,342.367,1.47787,1.17038,1.00335,1,0.64087,0.82036,0.65817,1.72977,1.52668,1.11642,0.0009604,0.0009604,0.0009604
6,406.28,1.43792,1.11337,0.99463,1,0.73136,0.86561,0.68927,1.47547,1.19931,1.04015,0.0009505,0.0009505,0.0009505
7,469.998,1.40896,1.05501,0.9822,1,0.7025,0.85119,0.68721,1.58829,1.11063,1.05805,0.0009406,0.0009406,0.0009406
8,534.047,1.38934,1.03622,0.9739,1,0.75924,0.87952,0.70638,1.394,1.01698,1.01252,0.0009307,0.0009307,0.0009307
9,597.601,1.364,0.9999,0.97029,0.83587,0.66757,0.72798,0.58397,1.474,1.03504,1.02189,0.0009208,0.0009208,0.0009208
10,661.524,1.3559,0.97507,0.96664,1,0.69082,0.84536,0.6773,1.55186,1.2247,1.07624,0.0009109,0.0009109,0.0009109
11,725.081,1.32664,0.95275,0.95927,1,0.6928,0.84636,0.68392,1.51326,1.21974,1.05007,0.000901,0.000901,0.000901
12,788.613,1.31265,0.92751,0.95499,1,0.66575,0.83284,0.67057,1.70831,1.26353,1.08995,0.0008911,0.0008911,0.0008911
13,852.182,1.29548,0.90949,0.95317,1,0.76022,0.88005,0.69697,1.53261,0.91931,1.05151,0.0008812,0.0008812,0.0008812
14,915.767,1.28348,0.89581,0.95144,1,0.79792,0.89889,0.72291,1.29116,0.84029,0.98007,0.0008713,0.0008713,0.0008713
15,979.363,1.2823,0.88554,0.94955,1,0.78235,0.89109,0.70855,1.48727,0.87208,1.02633,0.0008614,0.0008614,0.0008614
16,1042.96,1.24358,0.86463,0.93859,1,0.7976,0.8987,0.71718,1.39394,0.84628,1.01288,0.0008515,0.0008515,0.0008515
17,1106.58,1.24035,0.85245,0.93947,1,0.80969,0.90475,0.73407,1.17977,0.81883,0.95626,0.0008416,0.0008416,0.0008416
18,1170.31,1.22827,0.84125,0.9322,1,0.82456,0.91214,0.73746,1.20109,0.79419,0.96066,0.0008317,0.0008317,0.0008317
19,1233.96,1.22756,0.83505,0.93515,1,0.81401,0.9069,0.74105,1.15868,0.75482,0.95202,0.0008218,0.0008218,0.0008218
20,1297.6,1.21633,0.8288,0.93399,1,0.84252,0.92118,0.75489,1.11375,0.69779,0.94517,0.0008119,0.0008119,0.0008119
21,1361.35,1.20386,0.80823,0.92798,1,0.81007,0.90496,0.73215,1.32789,0.85715,1.00211,0.000802,0.000802,0.000802
22,1425.1,1.18678,0.79511,0.923,1,0.82409,0.91193,0.73489,1.30286,0.92009,0.99427,0.0007921,0.0007921,0.0007921
23,1488.67,1.17614,0.78211,0.92437,0.84236,0.8319,0.87788,0.67295,1.32874,0.76641,0.99264,0.0007822,0.0007822,0.0007822
24,1552.31,1.15994,0.76985,0.91899,1,0.85475,0.92718,0.75681,1.1064,0.67839,0.94087,0.0007723,0.0007723,0.0007723
25,1615.95,1.15888,0.76888,0.91829,1,0.83354,0.91668,0.74087,1.20004,0.76629,0.95861,0.0007624,0.0007624,0.0007624
26,1679.51,1.15131,0.76094,0.9171,1,0.76683,0.88335,0.70868,1.47675,0.83035,1.03698,0.0007525,0.0007525,0.0007525
