epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,3217.16,0.96446,0.64072,0.96784,0.82014,0.78072,0.87431,0.68578,0.87404,0.55902,0.91822,0.00802,0.00802,0.00802
42,3298.43,0.9603,0.63602,0.96614,0.85956,0.72533,0.85841,0.67036,0.87475,0.55524,0.91476,0.0079705,0.0079705,0.0079705
43,3378.1,0.95624,0.62693,0.9647,0.81959,0.80382,0.86723,0.67441,0.863,0.54934,0.90945,0.007921,0.007921,0.007921
44,3456.19,0.9565,0.63099,0.96705,0.80467,0.77771,0.84953,0.66596,0.87465,0.5543,0.91248,0.0078715,0.0078715,0.0078715
45,3536.82,0.95111,0.62675,0.96567,0.86748,0.80954,0.90582,0.72507,0.8661,0.55221,0.91668,0.007822,0.007822,0.007822
46,3614.51,0.95601,0.62656,0.96192,0.83339,0.82332,0.87686,0.68163,0.85974,0.54998,0.90973,0.0077725,0.0077725,0.0077725
47,3693.36,0.94929,0.6228,0.96329,0.8185,0.78407,0.86137,0.67938,0.86581,0.54722,0.91213,0.007723,0.007723,0.007723
48,3773.11,0.94469,0.62045,0.95965,0.85097,0.77251,0.86403,0.68264,0.86161,0.54208,0.91106,0.0076735,0.0076735,0.0076735
49,3854.09,0.94115,0.61319,0.95385,0.84709,0.76972,0.86897,0.6854,0.85599,0.53341,0.90867,0.007624,0.007624,0.007624
50,3931.9,0.9329,0.61032,0.95572,0.87588,0.76902,0.88243,0.69306,0.84978,0.53085,0.90816,0.0075745,0.0075745,0.0075745
51,4010.7,0.93465,0.61237,0.95476,0.83256,0.80663,0.88281,0.69914,0.84864,0.53418,0.90744,0.007525,0.007525,0.007525
52,4088.7,0.92993,0.60367,0.95282,0.80367,0.8055,0.87036,0.68991,0.84162,0.52638,0.89951,0.0074755,0.0074755,0.0074755
53,4167.29,0.91828,0.59734,0.94913,0.83609,0.77676,0.86548,0.66805,0.83363,0.52114,0.90051,0.007426,0.007426,0.007426
54,4244.84,0.91568,0.5935,0.94981,0.85202,0.77995,0.87826,0.70147,0.83257,0.52497,0.89873,0.0073765,0.0073765,0.0073765
55,4323.7,0.91518,0.59361,0.94627,0.83406,0.82406,0.86825,0.69484,0.82875,0.51857,0.89935,0.007327,0.007327,0.007327
56,4404.28,0.91338,0.59435,0.94589,0.90088,0.77443,0.87423,0.67462,0.82653,0.51349,0.89833,0.0072775,0.0072775,0.0072775
57,4483.06,0.91642,0.59585,0.9483,0.89609,0.77726,0.89598,0.70914,0.82479,0.51489,0.8994,0.007228,0.007228,0.007228
58,4559.3,0.90443,0.58681,0.94327,0.84768,0.82876,0.90402,0.70735,0.82664,0.50872,0.89455,0.0071785,0.0071785,0.0071785
59,4638.79,0.90144,0.58582,0.94035,0.84651,0.81766,0.87549,0.6713,0.82026,0.50698,0.89545,0.007129,0.007129,0.007129
60,4715.49,0.89668,0.58226,0.9413,0.85914,0.79683,0.88967,0.67775,0.8201,0.5097,0.8944,0.0070795,0.0070795,0.0070795
61,4794.65,0.89331,0.57798,0.93774,0.83683,0.80489,0.86959,0.66498,0.81725,0.50424,0.89227,0.00703,0.00703,0.00703
62,4872.95,0.89563,0.57642,0.9391,0.86318,0.78957,0.89446,0.68815,0.81317,0.5051,0.89417,0.0069805,0.0069805,0.0069805
63,4950.84,0.8907,0.57292,0.93753,0.79513,0.83015,0.87097,0.67286,0.81288,0.50561,0.89464,0.006931,0.006931,0.006931
64,5028.34,0.89031,0.57472,0.93648,0.84253,0.77089,0.87241,0.6717,0.81862,0.50713,0.89554,0.0068815,0.0068815,0.0068815
65,5108.08,0.88891,0.57455,0.93622,0.85899,0.80366,0.88439,0.67926,0.80933,0.49842,0.89003,0.006832,0.006832,0.006832
66,5185.57,0.88421,0.56985,0.93581,0.88162,0.78012,0.88431,0.67957,0.80435,0.49745,0.89029,0.0067825,0.0067825,0.0067825
67,5262.13,0.88613,0.57055,0.93507,0.86234,0.80538,0.89087,0.68221,0.80284,0.49379,0.88616,0.006733,0.006733,0.006733
68,5342.26,0.88234,0.56925,0.93462,0.82738,0.82557,0.88538,0.68356,0.79534,0.49057,0.88561,0.0066835,0.0066835,0.0066835
69,5420.88,0.8801,0.56513,0.93402,0.89456,0.79066,0.89871,0.68286,0.79826,0.49149,0.88795,0.006634,0.006634,0.006634
70,5499.04,0.87747,0.56476,0.9305,0.83848,0.83793,0.8969,0.71054,0.79843,0.49488,0.88923,0.0065845,0.0065845,0.0065845
71,5575.35,0.87422,0.56142,0.92918,0.86588,0.77113,0.87985,0.68219,0.79006,0.48771,0.8829,0.006535,0.006535,0.006535
72,5654.18,0.8707,0.55937,0.92875,0.85433,0.78799,0.87429,0.66327,0.79084,0.48485,0.88368,0.0064855,0.0064855,0.0064855
73,5734.79,0.8744,0.56121,0.93189,0.85503,0.83585,0.89616,0.67428,0.78965,0.48233,0.88312,0.006436,0.006436,0.006436
74,5810.79,0.86727,0.55635,0.9277,0.89623,0.80652,0.89754,0.67509,0.78163,0.4808,0.88113,0.0063865,0.0063865,0.0063865
75,5888.94,0.86161,0.55439,0.92738,0.87186,0.82814,0.9007,0.69536,0.78284,0.48038,0.8809,0.006337,0.006337,0.006337
76,5968.05,0.86316,0.55351,0.9267,0.86148,0.80372,0.88488,0.69102,0.77695,0.47479,0.87975,0.0062875,0.0062875,0.0062875
77,6044.91,0.85362,0.54741,0.92328,0.82491,0.84752,0.88667,0.67561,0.77497,0.47349,0.87806,0.006238,0.006238,0.006238
78,6125.06,0.85664,0.54871,0.92562,0.83668,0.85495,0.90799,0.69914,0.77418,0.4731,0.87879,0.0061885,0.0061885,0.0061885
79,6201.84,0.85722,0.54787,0.92303,0.87784,0.78596,0.88882,0.67713,0.77099,0.46968,0.8784,0.006139,0.006139,0.006139
80,6281.84,0.8533,0.54449,0.92481,0.81687,0.82973,0.88214,0.67136,0.77296,0.46962,0.87863,0.0060895,0.0060895,0.0060895
81,6359.48,0.849,0.54101,0.9226,0.90429,0.77634,0.88578,0.67863,0.77078,0.46868,0.87539,0.00604,0.00604,0.00604
82,6436.32,0.85026,0.54162,0.92292,0.84519,0.8227,0.89975,0.68406,0.77039,0.46785,0.87711,0.0059905,0.0059905,0.0059905
83,6514.31,0.84442,0.53878,0.92034,0.87982,0.78449,0.88904,0.67722,0.76399,0.46444,0.87488,0.005941,0.005941,0.005941
84,6596.48,0.84442,0.54091,0.91971,0.81931,0.83351,0.88345,0.67554,0.75914,0.46156,0.87303,0.0058915,0.0058915,0.0058915
85,6673.14,0.83512,0.53366,0.91731,0.82641,0.84936,0.88823,0.67478,0.76198,0.46451,0.87492,0.005842,0.005842,0.005842
86,6754.06,0.84841,0.53923,0.922,0.89227,0.83281,0.91502,0.68297,0.76015,0.46295,0.87371,0.0057925,0.0057925,0.0057925
87,6831.03,0.84068,0.53259,0.91786,0.87707,0.81988,0.89774,0.6832,0.75807,0.46189,0.87124,0.005743,0.005743,0.005743
88,6910.24,0.84355,0.53742,0.91713,0.91109,0.79976,0.9001,0.68907,0.75844,0.46107,0.87006,0.0056935,0.0056935,0.0056935
89,6990.8,0.83183,0.53044,0.91556,0.83269,0.85528,0.9,0.68916,0.75571,0.45986,0.87008,0.005644,0.005644,0.005644
90,7069.56,0.83425,0.53154,0.91503,0.90982,0.80863,0.90431,0.69056,0.75693,0.45557,0.8704,0.0055945,0.0055945,0.0055945
91,7146.1,0.83171,0.52994,0.91677,0.9158,0.81012,0.90654,0.69029,0.75316,0.45635,0.87077,0.005545,0.005545,0.005545
92,7224.08,0.83114,0.52714,0.9165,0.90122,0.8322,0.91154,0.69415,0.75351,0.45662,0.87051,0.0054955,0.0054955,0.0054955
93,7304.86,0.82481,0.52623,0.91484,0.89601,0.81789,0.90032,0.68972,0.75063,0.45587,0.87025,0.005446,0.005446,0.005446
94,7383.03,0.82747,0.52702,0.91342,0.89329,0.82075,0.90109,0.68697,0.7493,0.4537,0.86889,0.0053965,0.0053965,0.0053965
95,7464.53,0.82,0.51868,0.91018,0.92531,0.81851,0.91414,0.69899,0.74671,0.4513,0.86769,0.005347,0.005347,0.005347
96,7544.82,0.8209,0.52116,0.91227,0.91152,0.8345,0.91744,0.70116,0.74725,0.45047,0.86754,0.0052975,0.0052975,0.0052975
97,7624.87,0.82266,0.52067,0.9098,0.91517,0.82537,0.91315,0.70394,0.74589,0.44973,0.86737,0.005248,0.005248,0.005248
98,7702.3,0.81758,0.51907,0.90958,0.8808,0.8473,0.91377,0.70006,0.74324,0.45133,0.86712,0.0051985,0.0051985,0.0051985
99,7781.8,0.8187,0.51998,0.90944,0.92375,0.82228,0.91343,0.69812,0.74228,0.45104,0.86701,0.005149,0.005149,0.005149
100,7860.63,0.81138,0.51509,0.90757,0.89879,0.81412,0.90526,0.69449,0.74138,0.44797,0.8667,0.0050995,0.0050995,0.0050995
101,7940.17,0.80973,0.51147,0.90678,0.89335,0.854,0.92044,0.70201,0.73877,0.44688,0.86571,0.00505,0.00505,0.00505
102,8018.21,0.80868,0.51229,0.90825,0.90591,0.83384,0.91739,0.70265,0.73804,0.44826,0.86629,0.0050005,0.0050005,0.0050005
103,8099.17,0.81334,0.51408,0.90733,0.89975,0.83419,0.9161,0.70198,0.73773,0.44801,0.86606,0.004951,0.004951,0.004951
104,8176.87,0.80711,0.51126,0.90765,0.90852,0.83886,0.91901,0.70581,0.73516,0.44406,0.86618,0.0049015,0.0049015,0.0049015
105,8255.44,0.7996,0.50619,0.90327,0.91262,0.80559,0.90336,0.70337,0.73238,0.44143,0.86448,0.004852,0.004852,0.004852
106,8334.44,0.80112,0.50706,0.9048,0.8793,0.80693,0.90245,0.70416,0.72877,0.43981,0.86389,0.0048025,0.0048025,0.0048025
107,8412.13,0.8039,0.50792,0.90564,0.85651,0.82235,0.89886,0.69742,0.72889,0.44016,0.86355,0.004753,0.004753,0.004753
108,8490.94,0.79895,0.50275,0.90242,0.86916,0.83785,0.90399,0.69947,0.73001,0.44016,0.86384,0.0047035,0.0047035,0.0047035
109,8570.65,0.79918,0.50684,0.90483,0.89053,0.79765,0.90183,0.69636,0.72921,0.44206,0.86304,0.004654,0.004654,0.004654
110,8648.32,0.7931,0.50069,0.90098,0.8882,0.80703,0.9003,0.69759,0.72917,0.43998,0.86249,0.0046045,0.0046045,0.0046045
111,8727.94,0.79023,0.4969,0.89902,0.87866,0.82639,0.90177,0.69969,0.72749,0.44022,0.86119,0.004555,0.004555,0.004555
112,8807.57,0.7952,0.50174,0.90117,0.91144,0.81554,0.90938,0.70557,0.72555,0.43845,0.8598,0.0045055,0.0045055,0.0045055
113,8885.44,0.79009,0.49806,0.9021,0.91451,0.81664,0.90955,0.7076,0.72303,0.43898,0.85973,0.004456,0.004456,0.004456
114,8965.53,0.7895,0.49792,0.89913,0.92242,0.80381,0.91073,0.70674,0.7233,0.43894,0.85998,0.0044065,0.0044065,0.0044065
115,9044.63,0.78634,0.49638,0.89869,0.897,0.80228,0.89965,0.70297,0.72375,0.43759,0.85934,0.004357,0.004357,0.004357
116,9123.66,0.78349,0.49314,0.89849,0.92236,0.80448,0.90657,0.70801,0.72268,0.436,0.85881,0.0043075,0.0043075,0.0043075
117,9201.37,0.78028,0.49189,0.89649,0.93017,0.8037,0.90975,0.71387,0.71999,0.43529,0.8584,0.004258,0.004258,0.004258
118,9280.31,0.78389,0.49396,0.89902,0.89083,0.8301,0.91128,0.71415,0.7191,0.4345,0.85854,0.0042085,0.0042085,0.0042085
119,9358.75,0.77793,0.48791,0.89613,0.89981,0.82089,0.914,0.71719,0.71955,0.43372,0.85897,0.004159,0.004159,0.004159
120,9438.12,0.77766,0.48997,0.89646,0.91175,0.8132,0.90807,0.71022,0.71976,0.43319,0.85859,0.0041095,0.0041095,0.0041095
121,9514.17,0.78295,0.49048,0.89784,0.93101,0.82027,0.91874,0.71285,0.71997,0.43206,0.85859,0.00406,0.00406,0.00406
122,9594.08,0.77406,0.48987,0.89336,0.92015,0.82098,0.91846,0.71538,0.71853,0.4313,0.85744,0.0040105,0.0040105,0.0040105
123,9672.18,0.76913,0.48428,0.8939,0.92273,0.82614,0.91833,0.71527,0.71754,0.4302,0.85717,0.003961,0.003961,0.003961
124,9750.14,0.77232,0.48514,0.89405,0.92512,0.83096,0.92091,0.71916,0.71787,0.43058,0.85752,0.0039115,0.0039115,0.0039115
125,9826.57,0.76415,0.48339,0.8919,0.92518,0.83335,0.92261,0.72308,0.71578,0.42945,0.85709,0.003862,0.003862,0.003862
126,9903.4,0.76601,0.47997,0.89309,0.92941,0.83002,0.92387,0.72659,0.71542,0.42844,0.85691,0.0038125,0.0038125,0.0038125
127,9983.01,0.76755,0.48164,0.89266,0.93219,0.82106,0.92166,0.72706,0.71448,0.42818,0.8565,0.003763,0.003763,0.003763
128,10063.2,0.76138,0.47917,0.89221,0.93485,0.81858,0.9213,0.72268,0.71439,0.42882,0.85658,0.0037135,0.0037135,0.0037135
129,10143.4,0.75677,0.4771,0.89131,0.93808,0.82106,0.92087,0.72418,0.71419,0.42771,0.85663,0.003664,0.003664,0.003664
130,10221.6,0.76104,0.47829,0.8912,0.94277,0.82264,0.92116,0.72452,0.71405,0.42747,0.85647,0.0036145,0.0036145,0.0036145
131,10299.7,0.75827,0.47605,0.89087,0.94385,0.82119,0.92138,0.72281,0.71466,0.42694,0.8568,0.003565,0.003565,0.003565
132,10378,0.761,0.4786,0.89207,0.94571,0.82059,0.92212,0.72067,0.71425,0.42575,0.85646,0.0035155,0.0035155,0.0035155
133,10456.8,0.75377,0.47155,0.88737,0.94216,0.8216,0.92272,0.72058,0.71373,0.42565,0.8563,0.003466,0.003466,0.003466
134,10532,0.75056,0.47179,0.88829,0.94523,0.8224,0.92185,0.72116,0.71235,0.42455,0.85586,0.0034165,0.0034165,0.0034165
135,10612,0.7554,0.47421,0.89017,0.93926,0.82351,0.92072,0.72153,0.71181,0.42332,0.85556,0.003367,0.003367,0.003367
136,10691.1,0.75332,0.46962,0.88707,0.94075,0.8155,0.92079,0.7216,0.71029,0.42259,0.85504,0.0033175,0.0033175,0.0033175
137,10769,0.74863,0.46866,0.88626,0.94256,0.8141,0.92111,0.72263,0.70983,0.42226,0.85472,0.003268,0.003268,0.003268
138,10848.1,0.74741,0.46718,0.88569,0.90881,0.84027,0.92402,0.72465,0.70843,0.42151,0.85389,0.0032185,0.0032185,0.0032185
139,10924.7,0.74832,0.46998,0.88689,0.93238,0.81368,0.90522,0.68745,0.70737,0.42098,0.85367,0.003169,0.003169,0.003169
140,11003.7,0.74054,0.46543,0.88659,0.9164,0.82091,0.90738,0.68733,0.70686,0.42062,0.8539,0.0031195,0.0031195,0.0031195
141,11080.3,0.74521,0.46602,0.88455,0.89321,0.84142,0.90651,0.68786,0.70689,0.42057,0.8538,0.00307,0.00307,0.00307
142,11159.6,0.74312,0.46402,0.88502,0.8992,0.83952,0.90666,0.68748,0.7066,0.41976,0.8537,0.0030205,0.0030205,0.0030205
143,11237,0.73973,0.46347,0.88497,0.90878,0.84869,0.90807,0.68942,0.70628,0.41958,0.85386,0.002971,0.002971,0.002971
144,11314.5,0.7333,0.46011,0.8845,0.92163,0.84825,0.91064,0.68949,0.70492,0.41871,0.85358,0.0029215,0.0029215,0.0029215
145,11392.7,0.73436,0.45817,0.88283,0.93923,0.84578,0.91329,0.68999,0.70409,0.41778,0.85306,0.002872,0.002872,0.002872
146,11469.5,0.73464,0.46034,0.88245,0.93882,0.84587,0.91296,0.69081,0.70297,0.41805,0.85293,0.0028225,0.0028225,0.0028225
147,11550.1,0.73762,0.46178,0.88282,0.93914,0.84726,0.91309,0.69113,0.70195,0.41734,0.85231,0.002773,0.002773,0.002773
148,11630.1,0.73257,0.45651,0.88052,0.93893,0.84684,0.91278,0.69341,0.70141,0.41673,0.85185,0.0027235,0.0027235,0.0027235
149,11706.8,0.73373,0.45909,0.88294,0.94159,0.84663,0.91411,0.69388,0.7011,0.41683,0.85189,0.002674,0.002674,0.002674
150,11784.9,0.73132,0.45808,0.88288,0.93887,0.84682,0.91395,0.694,0.70084,0.41604,0.8519,0.0026245,0.0026245,0.0026245
151,11863.7,0.72737,0.45439,0.88068,0.92173,0.84899,0.91176,0.69546,0.70025,0.41636,0.85199,0.002575,0.002575,0.002575
152,11940.4,0.72055,0.45175,0.88042,0.91704,0.84761,0.91209,0.69447,0.69977,0.41565,0.85179,0.0025255,0.0025255,0.0025255
153,12019.5,0.71878,0.44862,0.87819,0.9158,0.84868,0.9123,0.69453,0.69939,0.41538,0.85165,0.002476,0.002476,0.002476
154,12096.4,0.725,0.45221,0.8815,0.91615,0.84837,0.91183,0.69445,0.69864,0.41534,0.85149,0.0024265,0.0024265,0.0024265
155,12175.1,0.72394,0.45177,0.87897,0.94014,0.8441,0.91475,0.69848,0.69764,0.41475,0.851,0.002377,0.002377,0.002377
156,12253.2,0.72005,0.44959,0.87846,0.93777,0.84455,0.91375,0.69747,0.69704,0.4149,0.85079,0.0023275,0.0023275,0.0023275
157,12330.2,0.71685,0.44602,0.87744,0.94003,0.84527,0.91581,0.69791,0.69662,0.41459,0.85062,0.002278,0.002278,0.002278
158,12409,0.71826,0.44715,0.87704,0.94376,0.84483,0.91576,0.69825,0.69647,0.41426,0.85039,0.0022285,0.0022285,0.0022285
159,12488.5,0.71562,0.44678,0.87871,0.94282,0.84518,0.91557,0.69943,0.69635,0.41425,0.85037,0.002179,0.002179,0.002179
160,12564,0.71218,0.44365,0.87465,0.94311,0.84757,0.91643,0.70027,0.69645,0.41405,0.8502,0.0021295,0.0021295,0.0021295
161,12642.3,0.71271,0.44507,0.87381,0.94177,0.84516,0.91626,0.6999,0.69596,0.41386,0.85007,0.00208,0.00208,0.00208
162,12720.8,0.7136,0.44364,0.87475,0.94041,0.84737,0.91774,0.69964,0.69537,0.41325,0.84982,0.0020305,0.0020305,0.0020305
163,12798.6,0.70844,0.44149,0.87433,0.93503,0.84918,0.91744,0.69941,0.69483,0.41331,0.84962,0.001981,0.001981,0.001981
164,12876.1,0.70887,0.44088,0.87552,0.93439,0.84854,0.91701,0.69941,0.69427,0.41266,0.84934,0.0019315,0.0019315,0.0019315
165,12954.1,0.70272,0.43802,0.87274,0.92902,0.85069,0.91703,0.69968,0.69391,0.41213,0.84904,0.001882,0.001882,0.001882
166,13031.6,0.70455,0.43858,0.8739,0.93759,0.84804,0.9179,0.69967,0.69368,0.41196,0.84901,0.0018325,0.0018325,0.0018325
167,13107.3,0.70351,0.43933,0.87336,0.93131,0.84519,0.91671,0.69895,0.69308,0.41119,0.84872,0.001783,0.001783,0.001783
168,13184.3,0.69726,0.43594,0.87154,0.94146,0.8467,0.91645,0.69915,0.69256,0.41081,0.84856,0.0017335,0.0017335,0.0017335
169,13263.6,0.70467,0.43745,0.87369,0.94025,0.84288,0.91514,0.69899,0.69203,0.41032,0.84834,0.001684,0.001684,0.001684
170,13342.1,0.69274,0.43217,0.87063,0.93758,0.84314,0.9132,0.69911,0.69159,0.41046,0.84825,0.0016345,0.0016345,0.0016345
171,13419.2,0.69693,0.43314,0.87099,0.9426,0.84188,0.91349,0.69896,0.69194,0.41037,0.84814,0.001585,0.001585,0.001585
172,13495.6,0.6994,0.43601,0.87146,0.94082,0.8427,0.91368,0.69925,0.69142,0.41025,0.84801,0.0015355,0.0015355,0.0015355
173,13573.8,0.68539,0.42848,0.87105,0.93979,0.83999,0.91333,0.69907,0.69084,0.40985,0.84781,0.001486,0.001486,0.001486
174,13652.5,0.69148,0.43198,0.86985,0.93784,0.83954,0.91268,0.69887,0.69071,0.40996,0.84774,0.0014365,0.0014365,0.0014365
175,13729.7,0.69158,0.43122,0.86892,0.93827,0.83622,0.91067,0.69821,0.69062,0.40988,0.84767,0.001387,0.001387,0.001387
176,13808.3,0.68581,0.42829,0.86905,0.93845,0.83585,0.91073,0.69802,0.6903,0.40973,0.84751,0.0013375,0.0013375,0.0013375
177,13887.1,0.6852,0.42795,0.86892,0.93896,0.83571,0.91049,0.69779,0.69003,0.40977,0.84743,0.001288,0.001288,0.001288
178,13966,0.67942,0.42421,0.8675,0.9387,0.83478,0.91019,0.6969,0.68965,0.40942,0.84741,0.0012385,0.0012385,0.0012385
179,14042.6,0.68663,0.4274,0.86729,0.93929,0.83427,0.91098,0.69785,0.68931,0.40903,0.84714,0.001189,0.001189,0.001189
180,14119.8,0.67899,0.42466,0.86769,0.94198,0.8351,0.91091,0.6977,0.68898,0.40885,0.84702,0.0011395,0.0011395,0.0011395
181,14196.8,0.68191,0.42546,0.86637,0.94162,0.83481,0.91102,0.69877,0.68862,0.40839,0.84689,0.00109,0.00109,0.00109
182,14272.6,0.67787,0.42127,0.86588,0.93818,0.83531,0.9109,0.69981,0.68818,0.40852,0.84682,0.0010405,0.0010405,0.0010405
183,14352.2,0.67466,0.42051,0.86448,0.939,0.83474,0.91066,0.69903,0.68801,0.40863,0.84678,0.000991,0.000991,0.000991
184,14428.8,0.66973,0.41845,0.86489,0.94176,0.83411,0.91054,0.69954,0.68795,0.40852,0.84672,0.0009415,0.0009415,0.0009415
185,14506.8,0.67665,0.42058,0.8661,0.94236,0.8334,0.91089,0.70007,0.68777,0.40835,0.84682,0.000892,0.000892,0.000892
186,14585.5,0.67024,0.42019,0.86336,0.94243,0.83662,0.91095,0.70016,0.68762,0.40838,0.84662,0.0008425,0.0008425,0.0008425
187,14664.9,0.6704,0.41847,0.86448,0.94357,0.83688,0.90983,0.69908,0.68738,0.4081,0.84655,0.000793,0.000793,0.000793
188,14743.9,0.66738,0.41595,0.86437,0.94475,0.83702,0.9099,0.69886,0.68775,0.40824,0.84666,0.0007435,0.0007435,0.0007435
