epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
243,21709.3,0.45613,0.26355,0.02196,0.01202,0.89117,0.80268,0.89445,0.73002,0.75209,0.45507,0.02765,0.01792,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,21799.2,0.45308,0.26562,0.02206,0.01093,0.88988,0.80425,0.89452,0.73148,0.75072,0.4536,0.02764,0.0179,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,21887.2,0.45578,0.26576,0.02191,0.01097,0.8481,0.83448,0.89429,0.73044,0.75256,0.45517,0.02765,0.01791,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,21976.5,0.45685,0.27004,0.02196,0.01163,0.84746,0.8348,0.89395,0.73006,0.75239,0.45537,0.02764,0.01791,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,22064.9,0.45228,0.26262,0.02198,0.01156,0.88969,0.80169,0.89322,0.72912,0.753,0.45616,0.02764,0.01787,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,22153.9,0.45473,0.26679,0.02187,0.01148,0.88919,0.80727,0.89403,0.73072,0.75181,0.45575,0.02764,0.01785,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,22241.9,0.44914,0.26295,0.02211,0.01081,0.89277,0.80371,0.89366,0.72984,0.75127,0.45684,0.02764,0.01786,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,22331.7,0.4477,0.26011,0.0222,0.0115,0.88935,0.80694,0.89326,0.72983,0.75063,0.45694,0.02764,0.01783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,22418.9,0.4479,0.26105,0.02203,0.01066,0.89371,0.80343,0.89378,0.73168,0.74687,0.45512,0.02763,0.01782,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,22506.6,0.44187,0.26038,0.0224,0.01034,0.89497,0.8069,0.89319,0.73173,0.74366,0.45392,0.02763,0.01788,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,22596.1,0.44728,0.25853,0.02213,0.01155,0.88329,0.81186,0.89331,0.73136,0.74466,0.45458,0.02764,0.01784,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,22686.1,0.44211,0.25483,0.02233,0.01113,0.88141,0.81234,0.89213,0.73077,0.74497,0.45597,0.02764,0.01784,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,22774.5,0.44213,0.25702,0.02242,0.01048,0.87896,0.81556,0.8922,0.73114,0.74371,0.4567,0.02764,0.01784,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,22863.1,0.44662,0.26005,0.02236,0.01176,0.87855,0.81555,0.89243,0.73184,0.74586,0.45779,0.02764,0.01785,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,22952.5,0.44175,0.25299,0.02222,0.01139,0.88349,0.81168,0.89132,0.72956,0.75108,0.4617,0.02765,0.01786,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,23041,0.43923,0.25524,0.02248,0.01044,0.88461,0.81046,0.89024,0.72891,0.75234,0.46249,0.02766,0.01787,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,23129.5,0.43747,0.25305,0.02251,0.0104,0.88062,0.80943,0.88947,0.72713,0.75621,0.46626,0.02766,0.01789,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,23219.2,0.43499,0.25248,0.02263,0.01046,0.88188,0.81009,0.88898,0.72689,0.75562,0.46637,0.02767,0.0179,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,23307.4,0.43433,0.24772,0.02242,0.01005,0.88186,0.8096,0.88826,0.72634,0.75743,0.46797,0.02767,0.01791,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,23397.1,0.4403,0.25497,0.02214,0.01118,0.88217,0.8102,0.88878,0.72656,0.75741,0.46771,0.02768,0.0179,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,23485.5,0.44184,0.24938,0.02223,0.0105,0.88224,0.81083,0.88807,0.72601,0.75632,0.46863,0.02768,0.01791,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,23574.5,0.43797,0.24952,0.02235,0.01035,0.88119,0.8076,0.88784,0.72611,0.75336,0.46753,0.02767,0.01791,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,23664.4,0.44576,0.25697,0.02228,0.01201,0.88319,0.80613,0.88867,0.72753,0.74953,0.46569,0.02768,0.01791,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,23753.3,0.43209,0.24471,0.02193,0.0106,0.88483,0.80886,0.8882,0.72758,0.75042,0.46608,0.02768,0.0179,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,23842.5,0.42794,0.24572,0.0224,0.00977,0.88178,0.80725,0.88902,0.73,0.7424,0.46325,0.02767,0.01789,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,23931.6,0.43134,0.24923,0.02236,0.01022,0.88081,0.80641,0.88977,0.72985,0.74388,0.46334,0.02768,0.01787,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,24021,0.42908,0.24775,0.022,0.01006,0.89031,0.8005,0.88955,0.73126,0.73923,0.46209,0.02767,0.01789,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,24110.1,0.42654,0.24104,0.02205,0.01011,0.89754,0.79731,0.88994,0.73133,0.73765,0.46218,0.02768,0.0179,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,24200.3,0.4222,0.2409,0.02219,0.00994,0.89414,0.79968,0.89029,0.73207,0.73536,0.461,0.02767,0.01789,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,24289.4,0.42702,0.24794,0.02226,0.01018,0.89179,0.80336,0.89025,0.7328,0.7324,0.46062,0.02767,0.0179,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,24378.6,0.42598,0.2428,0.02208,0.01005,0.89347,0.80132,0.89044,0.73256,0.73203,0.45929,0.02767,0.01785,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,24467.3,0.42276,0.24227,0.02198,0.01008,0.89282,0.80366,0.89032,0.73262,0.73154,0.45995,0.02768,0.01786,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,24556.4,0.42461,0.24427,0.02215,0.01065,0.88919,0.80515,0.89025,0.73166,0.73483,0.46315,0.02768,0.01789,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,24646,0.41743,0.23874,0.02211,0.00981,0.89066,0.80388,0.89016,0.73138,0.73512,0.46388,0.02768,0.0179,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,24735.7,0.42486,0.25047,0.02201,0.01026,0.88557,0.80664,0.88967,0.7305,0.73705,0.46565,0.02768,0.01791,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,24824.3,0.41717,0.24054,0.02213,0.00974,0.89706,0.80016,0.88848,0.72966,0.73807,0.46729,0.02768,0.01792,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,24914.1,0.42123,0.23988,0.02191,0.0105,0.89911,0.79795,0.88842,0.72972,0.73861,0.46794,0.02768,0.01793,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,25003,0.42011,0.24166,0.02163,0.00966,0.89863,0.79923,0.88809,0.72882,0.74249,0.47039,0.02768,0.01795,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,25092.4,0.4188,0.2377,0.02182,0.01,0.90086,0.79523,0.88792,0.7288,0.74262,0.47123,0.02768,0.01804,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,25181.3,0.41329,0.23373,0.02216,0.01011,0.8974,0.79865,0.88771,0.72814,0.74317,0.47258,0.02768,0.01802,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,25270.1,0.4168,0.23674,0.02222,0.01006,0.89189,0.80342,0.88785,0.72841,0.74185,0.47175,0.02768,0.01795,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,25359.5,0.4165,0.2311,0.02162,0.0107,0.89114,0.80472,0.88735,0.72779,0.74332,0.47351,0.02768,0.01798,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,25447.7,0.4193,0.23536,0.0218,0.00987,0.89174,0.80339,0.88701,0.72754,0.74455,0.47493,0.02768,0.01799,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,25536.9,0.41691,0.23445,0.02173,0.01031,0.88598,0.80525,0.88703,0.72724,0.74599,0.47658,0.02768,0.018,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,25625.7,0.41809,0.24093,0.02168,0.01008,0.888,0.80267,0.88671,0.72694,0.7464,0.47772,0.02768,0.01802,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,25714,0.41627,0.23303,0.0223,0.00975,0.88463,0.80206,0.88636,0.72642,0.74869,0.47961,0.02769,0.01806,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,25803.6,0.41456,0.23611,0.02189,0.00987,0.88402,0.80474,0.88579,0.72574,0.75084,0.48102,0.02769,0.01807,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,25892.1,0.41367,0.23529,0.02189,0.00992,0.8873,0.80391,0.88446,0.72433,0.75539,0.48411,0.0277,0.0181,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,25983.1,0.38832,0.18976,0.02524,0.00886,0.89286,0.79673,0.88365,0.72298,0.75623,0.4856,0.0277,0.01816,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,26071.3,0.3628,0.17425,0.02538,0.00834,0.89682,0.79877,0.88358,0.7228,0.75783,0.48758,0.0277,0.0182,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,26158.5,0.35623,0.16971,0.02533,0.00836,0.89338,0.79368,0.88315,0.72239,0.75808,0.48943,0.0277,0.01822,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,26245.2,0.35212,0.16568,0.02546,0.00804,0.8983,0.79241,0.88182,0.72076,0.76109,0.49297,0.0277,0.01825,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,26332.3,0.35195,0.17027,0.0254,0.00824,0.89893,0.7914,0.88142,0.71962,0.76391,0.49572,0.0277,0.01826,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,26418.7,0.34813,0.16191,0.02531,0.00855,0.88943,0.79507,0.88125,0.7196,0.76289,0.49707,0.0277,0.01828,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,26504.7,0.34425,0.16292,0.02538,0.00833,0.89884,0.78737,0.8804,0.71699,0.7691,0.50387,0.02771,0.01834,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,26591.9,0.3457,0.16475,0.02519,0.00815,0.895,0.79031,0.88039,0.71803,0.76444,0.50239,0.0277,0.01832,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,26679.7,0.34508,0.16365,0.02534,0.00832,0.89387,0.78844,0.87871,0.71529,0.77317,0.51195,0.02771,0.01844,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,26765.5,0.34326,0.15986,0.02507,0.00833,0.90155,0.78198,0.87671,0.71034,0.78196,0.52138,0.02772,0.01843,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
