epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
114,10058.1,0.60442,0.36946,0.02234,0.01802,0.85415,0.8198,0.88303,0.69706,0.80522,0.45108,0.02776,0.02035,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,10146.5,0.58867,0.3576,0.02183,0.01761,0.83079,0.82097,0.8825,0.69335,0.82226,0.46679,0.02778,0.02059,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,10236.3,0.59718,0.36862,0.02226,0.01746,0.85506,0.81469,0.8898,0.69903,0.80876,0.45227,0.0277,0.02033,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,10325,0.59974,0.36474,0.02199,0.01742,0.82817,0.82368,0.88959,0.69793,0.82451,0.458,0.02768,0.02039,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,10414,0.5972,0.36234,0.02185,0.01756,0.84837,0.82438,0.89237,0.70287,0.83306,0.47027,0.02768,0.02052,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,10501.7,0.58905,0.36212,0.02202,0.01741,0.82926,0.82777,0.88522,0.6936,0.85623,0.48863,0.02777,0.02066,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,10591.3,0.59028,0.36195,0.02206,0.01678,0.83943,0.81327,0.88271,0.69159,0.84597,0.48366,0.02776,0.0204,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,10681.5,0.58996,0.35815,0.0222,0.01665,0.84814,0.80765,0.88045,0.69818,0.81613,0.46543,0.02773,0.02017,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,10769.9,0.58506,0.35416,0.02225,0.01606,0.84891,0.78956,0.8772,0.68952,0.84268,0.47781,0.02773,0.02034,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,10858.7,0.58363,0.35342,0.02231,0.0174,0.82723,0.80577,0.88097,0.69032,0.84099,0.47529,0.02771,0.02008,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,10949.2,0.58633,0.35741,0.02239,0.0164,0.85037,0.81537,0.88806,0.69477,0.84856,0.47799,0.02775,0.02013,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,11037.7,0.58336,0.35692,0.02214,0.01682,0.85798,0.81229,0.88685,0.69813,0.82972,0.46469,0.02772,0.01991,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,11126.8,0.58883,0.35418,0.02248,0.01777,0.82599,0.82633,0.88888,0.70124,0.81782,0.4595,0.02775,0.01962,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,11216.4,0.58197,0.34943,0.02207,0.01698,0.83679,0.81393,0.88168,0.69758,0.82315,0.46746,0.02773,0.01967,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,11305.4,0.5767,0.35176,0.02229,0.01657,0.85048,0.7912,0.87815,0.69366,0.8234,0.46759,0.02774,0.0196,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,11395.2,0.57903,0.35296,0.02169,0.01738,0.82102,0.82279,0.87829,0.6937,0.8173,0.46666,0.02773,0.01943,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,11485.6,0.56991,0.35221,0.02219,0.01619,0.84768,0.81982,0.88145,0.69028,0.8356,0.47164,0.02778,0.01947,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,11577.4,0.57703,0.3517,0.02221,0.01622,0.83287,0.82501,0.88078,0.69391,0.82077,0.4663,0.02774,0.01952,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,11667.9,0.58625,0.36122,0.02193,0.01686,0.87789,0.79389,0.88319,0.69486,0.8245,0.46577,0.02776,0.01977,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,11758.3,0.56762,0.34977,0.02154,0.01584,0.85784,0.81334,0.88442,0.69854,0.8129,0.45987,0.02775,0.0197,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,11849.2,0.58147,0.35423,0.02219,0.01597,0.83594,0.81717,0.88125,0.69394,0.81802,0.46259,0.02774,0.01981,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,11939.1,0.57813,0.35333,0.02185,0.017,0.8092,0.84822,0.88371,0.69913,0.80241,0.4498,0.0277,0.01984,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,12027.8,0.59304,0.36453,0.0217,0.01865,0.80633,0.84711,0.8801,0.69739,0.79952,0.44737,0.02768,0.01981,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,12117.1,0.5708,0.34922,0.02178,0.01668,0.84312,0.81738,0.8792,0.6944,0.81757,0.45625,0.02765,0.01994,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,12209.1,0.57259,0.36073,0.0218,0.01615,0.85096,0.81405,0.88064,0.6988,0.80611,0.45123,0.02765,0.01995,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,12298.4,0.57921,0.35897,0.0222,0.01649,0.8534,0.80662,0.88475,0.70373,0.79921,0.45019,0.02765,0.01967,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,12389.4,0.57694,0.34812,0.022,0.0164,0.8525,0.81451,0.87972,0.69855,0.80585,0.45415,0.02768,0.01949,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,12480,0.56672,0.34455,0.02213,0.01594,0.84929,0.81823,0.88273,0.70276,0.79309,0.44719,0.02766,0.01936,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,12569.4,0.56302,0.34059,0.02201,0.0153,0.84829,0.82319,0.88739,0.70461,0.79526,0.45402,0.02766,0.01934,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,12659.1,0.5579,0.344,0.02197,0.01521,0.83672,0.82583,0.88714,0.70666,0.78862,0.45362,0.02764,0.01929,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,12750.1,0.57009,0.34547,0.02225,0.01655,0.8397,0.82157,0.88149,0.69796,0.80389,0.46564,0.02765,0.01936,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,12839.9,0.57046,0.35572,0.02176,0.01686,0.84385,0.81484,0.8844,0.70433,0.79499,0.45568,0.02763,0.01928,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,12929.6,0.5693,0.34794,0.02222,0.01618,0.83977,0.82781,0.88331,0.70087,0.80477,0.46304,0.02766,0.0194,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,13019.1,0.56793,0.34888,0.02143,0.01625,0.85085,0.81294,0.88471,0.70423,0.8018,0.45712,0.02762,0.01932,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,13109.8,0.55621,0.33769,0.0221,0.01512,0.86651,0.80335,0.88372,0.69985,0.81044,0.4626,0.02763,0.01935,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,13199.4,0.55793,0.34169,0.02206,0.01559,0.87262,0.81512,0.8862,0.7014,0.80157,0.45579,0.02762,0.01929,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,13288.9,0.56318,0.34591,0.02191,0.01543,0.85249,0.81351,0.8832,0.69954,0.80382,0.45652,0.02762,0.01939,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,13380.1,0.56364,0.34554,0.02166,0.01634,0.82062,0.84098,0.88077,0.6982,0.80131,0.45687,0.02762,0.01946,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,13469.6,0.56128,0.33887,0.02205,0.01615,0.84113,0.8263,0.88198,0.69904,0.79862,0.45439,0.02762,0.01941,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,13559.8,0.559,0.33652,0.0222,0.01507,0.82884,0.84326,0.88269,0.69821,0.80319,0.45642,0.02762,0.01936,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,13650.7,0.5484,0.32903,0.02213,0.01488,0.8449,0.83248,0.88296,0.69537,0.80509,0.46051,0.02763,0.01931,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,13741.5,0.55223,0.33597,0.0222,0.01497,0.84746,0.82507,0.88315,0.69674,0.79436,0.45509,0.02763,0.01926,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,13830.7,0.55477,0.33406,0.022,0.01474,0.83467,0.83652,0.88328,0.69711,0.79539,0.45499,0.02763,0.01928,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,13920.9,0.55646,0.3351,0.02198,0.01498,0.83612,0.84021,0.8836,0.70122,0.79078,0.45112,0.02762,0.01916,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,14010,0.56072,0.33323,0.02182,0.01585,0.84619,0.8328,0.88429,0.70019,0.79054,0.45249,0.02762,0.01908,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,14101.9,0.56237,0.33347,0.02195,0.0156,0.84884,0.82938,0.88373,0.69999,0.79055,0.45189,0.02763,0.01915,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,14192.9,0.54771,0.32935,0.02164,0.01569,0.85975,0.8192,0.88261,0.69777,0.79666,0.45641,0.02762,0.01923,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,14282,0.5485,0.32857,0.02192,0.01534,0.86957,0.81469,0.88431,0.70034,0.79468,0.45524,0.02762,0.01922,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,14372.5,0.54716,0.32677,0.02177,0.01523,0.86765,0.81589,0.88564,0.70282,0.79561,0.45615,0.02763,0.01917,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,14462.2,0.54468,0.32278,0.02185,0.01463,0.85227,0.83187,0.88709,0.7056,0.79008,0.45255,0.02763,0.01913,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,14555.1,0.54016,0.32339,0.02211,0.01396,0.85854,0.82832,0.88637,0.70531,0.79423,0.45503,0.02762,0.01905,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,14644.2,0.53856,0.32803,0.02197,0.01436,0.86677,0.81129,0.88477,0.70116,0.80249,0.46139,0.02763,0.01898,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,14734.4,0.54082,0.32221,0.02205,0.01485,0.85474,0.83254,0.88688,0.70402,0.79922,0.45709,0.02764,0.01893,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,14829,0.53556,0.32745,0.02196,0.01467,0.84787,0.83411,0.88664,0.70338,0.79913,0.45703,0.02765,0.01891,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,14923.7,0.53867,0.32919,0.0219,0.01458,0.84952,0.83354,0.88679,0.70437,0.79759,0.45814,0.02764,0.01891,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,15015.9,0.53391,0.31802,0.02201,0.01409,0.85653,0.82652,0.88571,0.70392,0.7959,0.45646,0.02764,0.01891,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,15112.9,0.53808,0.32295,0.02226,0.01421,0.85423,0.8239,0.88289,0.7009,0.8012,0.46117,0.02764,0.01901,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,15208.4,0.53762,0.32633,0.0224,0.01443,0.84943,0.83057,0.8848,0.70533,0.79257,0.45739,0.02763,0.01895,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,15305.6,0.52907,0.32432,0.02207,0.01497,0.85203,0.83564,0.88497,0.70564,0.79127,0.45648,0.02764,0.0189,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,15398.5,0.529,0.31761,0.02215,0.01442,0.86196,0.82242,0.88417,0.70492,0.79441,0.45946,0.02764,0.01886,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,15495.6,0.52722,0.32208,0.02234,0.01418,0.85804,0.82121,0.8856,0.70838,0.78978,0.45563,0.02764,0.0188,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,15591.2,0.52735,0.32611,0.02211,0.01417,0.85962,0.81883,0.88595,0.70855,0.79339,0.45815,0.02764,0.01871,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,15687.4,0.52832,0.32212,0.02208,0.01361,0.84929,0.82664,0.88642,0.70786,0.79461,0.45939,0.02764,0.01869,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,15784,0.52525,0.32222,0.02188,0.01421,0.84829,0.82778,0.88646,0.70699,0.80052,0.46465,0.02764,0.01874,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,15881,0.52194,0.32088,0.02181,0.01397,0.84686,0.82751,0.88769,0.70802,0.7968,0.46149,0.02763,0.01865,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,15972.8,0.52439,0.32082,0.02185,0.01385,0.84205,0.82606,0.88747,0.70802,0.79764,0.46282,0.02763,0.01864,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,16065.4,0.52547,0.32066,0.02166,0.01393,0.85228,0.82136,0.88633,0.70792,0.80067,0.46557,0.02763,0.01865,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,16161.1,0.53403,0.32805,0.02254,0.01461,0.84475,0.82896,0.88742,0.70909,0.79794,0.46277,0.02763,0.01863,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,16253.2,0.5339,0.32196,0.02256,0.01465,0.84733,0.82857,0.8885,0.70987,0.79947,0.46303,0.02764,0.01861,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,16349.2,0.52548,0.32469,0.02289,0.01411,0.86339,0.81632,0.88863,0.70934,0.79874,0.46398,0.02765,0.01862,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,16440.1,0.52291,0.3181,0.02189,0.01453,0.83516,0.83998,0.88773,0.70907,0.80046,0.46601,0.02766,0.01862,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,16532.6,0.52228,0.3188,0.02219,0.01507,0.83461,0.84104,0.88888,0.70869,0.80195,0.46737,0.02767,0.01876,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,16623,0.5184,0.30831,0.022,0.01411,0.85862,0.82021,0.88797,0.7084,0.80129,0.46727,0.02767,0.01864,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,16714.1,0.5148,0.30936,0.02214,0.01401,0.85806,0.81891,0.88718,0.70716,0.80408,0.46888,0.02768,0.01862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,16805.1,0.5168,0.308,0.02208,0.01351,0.85939,0.82324,0.88726,0.70787,0.80213,0.46702,0.02769,0.01857,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,16896,0.51166,0.30154,0.0221,0.0139,0.86218,0.81997,0.88687,0.70836,0.79946,0.46563,0.0277,0.01852,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,16987.5,0.51334,0.30643,0.02218,0.01391,0.86317,0.81821,0.88638,0.70749,0.80231,0.46826,0.0277,0.01855,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,17077.4,0.51733,0.31382,0.02186,0.01339,0.87612,0.80788,0.88633,0.70694,0.80461,0.46993,0.02771,0.01858,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,17166,0.5148,0.30271,0.02161,0.01413,0.86155,0.81676,0.88666,0.70822,0.80218,0.46871,0.02772,0.01854,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,17256.6,0.51522,0.30555,0.02185,0.01409,0.86116,0.81569,0.88686,0.70863,0.79842,0.46674,0.0277,0.01851,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,17346.1,0.51026,0.30698,0.0218,0.01407,0.86619,0.81541,0.88757,0.70956,0.79718,0.46523,0.0277,0.01847,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,17435.3,0.51712,0.31063,0.02202,0.01411,0.86936,0.81617,0.8879,0.70946,0.79966,0.46662,0.0277,0.01844,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,17525.6,0.50394,0.29604,0.02198,0.01309,0.86133,0.82461,0.88817,0.71071,0.79718,0.46637,0.02769,0.01841,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,17616,0.50505,0.29878,0.02201,0.01398,0.87036,0.81601,0.88789,0.7103,0.7981,0.46863,0.02769,0.0184,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,17704.5,0.50966,0.30172,0.02194,0.01299,0.86132,0.81929,0.88808,0.71095,0.79957,0.46941,0.02769,0.0184,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,17795.9,0.50936,0.29833,0.02192,0.01334,0.83188,0.84201,0.88729,0.70958,0.80123,0.47045,0.02769,0.01839,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,17884.9,0.50915,0.30542,0.02193,0.01328,0.87044,0.81423,0.88676,0.7089,0.80209,0.4721,0.02769,0.01837,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,17974.1,0.50276,0.29685,0.02205,0.01285,0.8402,0.83885,0.88674,0.70943,0.80332,0.47305,0.02768,0.01838,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,18064.2,0.50553,0.30103,0.02195,0.01373,0.86424,0.81989,0.88743,0.70963,0.80308,0.47315,0.02768,0.01836,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,18152.8,0.49547,0.29272,0.02202,0.01286,0.84237,0.83909,0.88802,0.71067,0.79982,0.47219,0.02767,0.01836,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,18241.9,0.49764,0.29434,0.02178,0.01257,0.84564,0.83678,0.88796,0.71078,0.79788,0.47149,0.02767,0.01833,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,18330.5,0.498,0.29489,0.022,0.01334,0.83493,0.84505,0.88728,0.71071,0.79735,0.47098,0.02766,0.01833,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,18418.8,0.49971,0.29763,0.02198,0.01387,0.83418,0.84535,0.88777,0.71136,0.79779,0.47268,0.02766,0.01832,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,18508.8,0.49674,0.29026,0.02185,0.01303,0.87416,0.81272,0.88894,0.7125,0.79415,0.47152,0.02766,0.01829,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,18597.7,0.50178,0.29856,0.0222,0.01323,0.83948,0.84356,0.88974,0.71393,0.79181,0.47038,0.02765,0.01826,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,18685.3,0.49395,0.288,0.02198,0.01323,0.83414,0.84534,0.88905,0.71304,0.79298,0.47176,0.02766,0.0183,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,18775.3,0.48738,0.28812,0.0221,0.01259,0.87415,0.81148,0.88821,0.71263,0.79262,0.47288,0.02766,0.01826,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,18863,0.48749,0.28632,0.02226,0.01287,0.87062,0.81867,0.88931,0.71388,0.79107,0.47203,0.02765,0.01824,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,18951.8,0.48908,0.28631,0.02202,0.01267,0.85033,0.83499,0.8896,0.71426,0.79197,0.47244,0.02765,0.01822,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,19041.4,0.48615,0.28948,0.02187,0.01236,0.84931,0.83567,0.89056,0.71523,0.78993,0.47126,0.02765,0.01821,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,19130.2,0.48588,0.28378,0.02174,0.01301,0.86592,0.83015,0.8915,0.71636,0.78969,0.47097,0.02764,0.01819,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,19219.2,0.48503,0.28383,0.02227,0.01158,0.86791,0.82384,0.89116,0.71659,0.78756,0.46927,0.02764,0.01816,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,19308,0.48084,0.28223,0.02211,0.01201,0.8708,0.82271,0.8916,0.71725,0.78497,0.46734,0.02764,0.01825,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,19396.9,0.48205,0.28067,0.02169,0.01223,0.86996,0.82139,0.89097,0.71678,0.78501,0.46675,0.02763,0.0181,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,19486,0.48326,0.28329,0.02201,0.01239,0.86296,0.82253,0.89087,0.71716,0.78555,0.46842,0.02764,0.01812,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,19574.3,0.48488,0.28482,0.02223,0.01197,0.86713,0.81856,0.8905,0.71695,0.78504,0.46788,0.02764,0.01809,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,19663.7,0.47838,0.28254,0.02228,0.01147,0.86363,0.82008,0.8908,0.71862,0.78187,0.46739,0.02763,0.01808,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,19751.6,0.47387,0.27757,0.02256,0.01121,0.86289,0.8179,0.89121,0.71916,0.78049,0.46684,0.02764,0.01807,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,19840.2,0.47933,0.28132,0.02194,0.01248,0.86256,0.82063,0.89182,0.72039,0.77899,0.46582,0.02764,0.01806,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,19928.8,0.47384,0.27947,0.02214,0.01177,0.87742,0.814,0.89149,0.72011,0.7793,0.46691,0.02764,0.01806,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,20017.4,0.47081,0.27471,0.02204,0.0117,0.87428,0.81941,0.89108,0.71928,0.78146,0.46917,0.02764,0.01808,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,20106.7,0.48255,0.27887,0.02201,0.01268,0.86763,0.8205,0.89105,0.71959,0.7787,0.46715,0.02764,0.01804,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,20195.5,0.47327,0.27404,0.02181,0.0123,0.87367,0.81814,0.89201,0.72148,0.77466,0.46402,0.02765,0.01804,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,20284.2,0.46837,0.27305,0.02181,0.01187,0.87639,0.81628,0.89189,0.72178,0.7749,0.46453,0.02765,0.01805,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,20374,0.47397,0.2769,0.02184,0.01245,0.87775,0.81649,0.89238,0.72285,0.7717,0.4618,0.02765,0.01808,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,20463.1,0.47238,0.27959,0.02166,0.0123,0.87948,0.81641,0.89321,0.72497,0.76704,0.45845,0.02764,0.01807,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,20553,0.47491,0.27659,0.02182,0.01221,0.87635,0.81788,0.89352,0.7255,0.76561,0.4584,0.02764,0.01805,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,20641.6,0.4657,0.27176,0.02178,0.01222,0.87503,0.81745,0.89342,0.72535,0.76496,0.45797,0.02764,0.01802,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,20731.3,0.47043,0.27232,0.02176,0.0119,0.87404,0.81847,0.89358,0.7265,0.75976,0.45438,0.02763,0.018,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,20819.6,0.46389,0.26546,0.02219,0.01227,0.87796,0.81905,0.89368,0.72765,0.75809,0.45286,0.02764,0.01802,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,20908.6,0.46094,0.26893,0.02202,0.01106,0.8791,0.81663,0.89374,0.72817,0.75667,0.45314,0.02764,0.01805,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,20999.1,0.46729,0.26932,0.02209,0.01206,0.87695,0.81508,0.89392,0.7287,0.75333,0.45115,0.02764,0.01799,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,21088,0.4607,0.2705,0.02171,0.01168,0.87324,0.8156,0.89406,0.7291,0.75375,0.45195,0.02764,0.01804,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,21176.7,0.46127,0.26817,0.02205,0.01178,0.84747,0.83627,0.8939,0.73033,0.75122,0.45132,0.02763,0.01808,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,21266.5,0.46186,0.26661,0.02205,0.01166,0.85248,0.83188,0.89448,0.73049,0.75143,0.4518,0.02764,0.018,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,21353.7,0.45324,0.26604,0.02222,0.01134,0.85166,0.83218,0.89417,0.73015,0.75163,0.45302,0.02764,0.01802,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,21441.9,0.45744,0.26675,0.02205,0.01105,0.85716,0.82926,0.89415,0.73,0.75261,0.45457,0.02764,0.01798,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,21531.4,0.46192,0.27104,0.02189,0.01168,0.85241,0.82981,0.89399,0.72919,0.75445,0.45674,0.02764,0.01794,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,21620.9,0.45902,0.26899,0.02228,0.01102,0.85714,0.82705,0.89374,0.72926,0.75543,0.45736,0.02765,0.01792,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
