epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,4935.42,0.84334,0.53908,0.91449,0.93938,0.86052,0.949,0.76688,0.78518,0.47573,0.89333,0.007822,0.007822,0.007822
68,5010.53,0.84109,0.53929,0.91517,0.93264,0.82755,0.93878,0.73958,0.7814,0.47707,0.892,0.007789,0.007789,0.007789
69,5084.05,0.84039,0.5369,0.91462,0.90287,0.86077,0.93853,0.73888,0.77639,0.47308,0.88993,0.007756,0.007756,0.007756
70,5157.69,0.84329,0.53828,0.91507,0.9241,0.85991,0.93865,0.74546,0.77376,0.47019,0.8886,0.007723,0.007723,0.007723
71,5232.93,0.83883,0.53089,0.91301,0.90649,0.87334,0.94711,0.76397,0.77808,0.47473,0.89334,0.00769,0.00769,0.00769
72,5310.43,0.83675,0.53394,0.9137,0.91853,0.85975,0.94024,0.74329,0.77675,0.4716,0.89368,0.007657,0.007657,0.007657
73,5384.15,0.83807,0.53497,0.91254,0.91244,0.85603,0.93529,0.74562,0.7723,0.46919,0.88908,0.007624,0.007624,0.007624
74,5456.06,0.83727,0.53314,0.91186,0.93593,0.84571,0.93987,0.74583,0.77234,0.46807,0.89427,0.007591,0.007591,0.007591
75,5526.56,0.83144,0.53001,0.91205,0.93455,0.88051,0.94708,0.76741,0.76847,0.46585,0.8888,0.007558,0.007558,0.007558
76,5598.69,0.83144,0.52664,0.91182,0.93813,0.8575,0.94571,0.7734,0.76778,0.46387,0.88616,0.007525,0.007525,0.007525
77,5670.12,0.82606,0.52414,0.90836,0.92411,0.84536,0.94294,0.74297,0.76987,0.46462,0.89001,0.007492,0.007492,0.007492
78,5739.8,0.82258,0.52293,0.90769,0.92195,0.874,0.95182,0.76875,0.76374,0.4635,0.88674,0.007459,0.007459,0.007459
79,5810.42,0.8229,0.52367,0.90946,0.91146,0.86626,0.94009,0.74686,0.75366,0.45886,0.8841,0.007426,0.007426,0.007426
80,5879.99,0.81777,0.52074,0.90602,0.94833,0.86245,0.94973,0.77224,0.75411,0.4565,0.88228,0.007393,0.007393,0.007393
